scene_id,cloudy,clear,split
R026_T15SYC_657,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\657.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\657.tif,train
R136_T33QVC_685,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\685.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\685.tif,train
R119_T46VDH_588,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R119_T46VDH\588.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R119_T46VDH\588.tif,train
R005_T48XWK_480,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\480.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\480.tif,train
R120_T41RKQ_292,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T41RKQ\292.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T41RKQ\292.tif,train
R045_T53JKF_678,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R045_T53JKF\678.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R045_T53JKF\678.tif,train
R019_T43PGQ_416,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R019_T43PGQ\416.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R019_T43PGQ\416.tif,train
R116_T55HBC_366,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\366.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\366.tif,train
R075_T50TMK_567,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\567.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\567.tif,train
R056_T10UFB_175,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\175.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\175.tif,train
R124_T22LDP_238,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\238.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\238.tif,train
R081_T22JDP_630,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R081_T22JDP\630.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R081_T22JDP\630.tif,train
R105_T44SMG_546,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R105_T44SMG\546.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R105_T44SMG\546.tif,train
R137_T30UXB_650,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30UXB\650.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30UXB\650.tif,train
R110_T20KQB_206,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\206.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\206.tif,train
R108_T31SEA_387,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\387.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\387.tif,train
R118_T48PXU_623,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\623.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\623.tif,train
R008_T30RYV_26,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R008_T30RYV\26.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R008_T30RYV\26.tif,train
R133_T45RZJ_645,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\645.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\645.tif,train
R133_T48VWP_246,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T48VWP\246.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T48VWP\246.tif,train
R108_T30QXD_215,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\215.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\215.tif,train
R060_T53UMP_491,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\491.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\491.tif,train
R003_T52SCF_301,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\301.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\301.tif,train
R075_T50TMK_650,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\650.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\650.tif,train
R108_T30QXD_48,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\48.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\48.tif,train
R092_T37PFR_147,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R092_T37PFR\147.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R092_T37PFR\147.tif,train
R065_T33VWC_61,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\61.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\61.tif,train
R034_T42TWL_595,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R034_T42TWL\595.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R034_T42TWL\595.tif,train
R051_T31TDM_262,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\262.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\262.tif,train
R107_T37VCC_150,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\150.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\150.tif,train
R092_T37PFR_119,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R092_T37PFR\119.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R092_T37PFR\119.tif,train
R056_T10UFB_441,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\441.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\441.tif,train
R108_T30QXD_198,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\198.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\198.tif,train
R018_T49TFJ_163,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49TFJ\163.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49TFJ\163.tif,train
R026_T15SYC_8,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\8.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\8.tif,train
R120_T40RFQ_666,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T40RFQ\666.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T40RFQ\666.tif,train
R055_T13SGT_604,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R055_T13SGT\604.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R055_T13SGT\604.tif,train
R035_T35LQJ_465,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\465.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\465.tif,train
R021_T36RUU_506,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\506.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\506.tif,train
R108_T30QXD_237,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\237.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\237.tif,train
R051_T30SXJ_130,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\130.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\130.tif,train
R096_T19KES_392,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R096_T19KES\392.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R096_T19KES\392.tif,train
R051_T30SXJ_161,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\161.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\161.tif,train
R133_T45RZJ_80,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\80.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\80.tif,train
R108_T34WFV_730,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T34WFV\730.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T34WFV\730.tif,train
R046_T54WWC_5,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R046_T54WWC\5.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R046_T54WWC\5.tif,train
R018_T47NPF_519,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T47NPF\519.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T47NPF\519.tif,train
R051_T31TDM_36,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\36.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\36.tif,train
R120_T40RFQ_409,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T40RFQ\409.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T40RFQ\409.tif,train
R092_T37PFR_88,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R092_T37PFR\88.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R092_T37PFR\88.tif,train
R033_T46TDK_413,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\413.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\413.tif,train
R056_T10UFB_535,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\535.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\535.tif,train
R136_T33QVC_634,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\634.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\634.tif,train
R124_T22LDP_625,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\625.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\625.tif,train
R116_T55HCC_373,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\373.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\373.tif,train
R096_T19HCC_550,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R096_T19HCC\550.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R096_T19HCC\550.tif,train
R035_T35LQJ_706,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\706.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\706.tif,train
R124_T22LDP_748,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\748.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\748.tif,train
R069_T14QMG_297,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\297.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\297.tif,train
R105_T44SMG_259,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R105_T44SMG\259.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R105_T44SMG\259.tif,train
R116_T55HBC_148,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\148.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\148.tif,train
R056_T10UFB_352,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\352.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\352.tif,train
R122_T33UWQ_67,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\67.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\67.tif,train
R092_T37PFR_158,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R092_T37PFR\158.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R092_T37PFR\158.tif,train
R060_T53UMP_375,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\375.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\375.tif,train
R122_T33UWQ_166,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\166.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\166.tif,train
R049_T38QNL_214,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R049_T38QNL\214.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R049_T38QNL\214.tif,train
R116_T55HBC_136,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\136.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\136.tif,train
R121_T36QTD_308,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T36QTD\308.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T36QTD\308.tif,train
R018_T49UFT_529,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\529.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\529.tif,train
R121_T34JCM_624,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\624.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\624.tif,train
R033_T46TDK_261,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\261.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\261.tif,train
R031_T56VLM_382,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\382.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\382.tif,train
R116_T55HBC_225,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\225.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\225.tif,train
R053_T20LMR_328,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R053_T20LMR\328.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R053_T20LMR\328.tif,train
R008_T30RYV_557,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R008_T30RYV\557.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R008_T30RYV\557.tif,train
R108_T31SEA_359,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\359.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\359.tif,train
R051_T30SXJ_44,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\44.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\44.tif,train
R108_T30QXD_45,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\45.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\45.tif,train
R108_T30QXD_313,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\313.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\313.tif,train
R107_T37VCC_442,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\442.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\442.tif,train
R114_T09WWQ_340,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\340.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\340.tif,train
R108_T30QXD_748,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\748.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\748.tif,train
R065_T32TNT_715,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\715.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\715.tif,train
R120_T41RKQ_566,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T41RKQ\566.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T41RKQ\566.tif,train
R045_T53JKF_272,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R045_T53JKF\272.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R045_T53JKF\272.tif,train
R051_T31TDM_209,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\209.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\209.tif,train
R053_T20LMR_196,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R053_T20LMR\196.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R053_T20LMR\196.tif,train
R108_T30QXD_749,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\749.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\749.tif,train
R134_T44WPA_89,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R134_T44WPA\89.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R134_T44WPA\89.tif,train
R116_T55HCC_277,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\277.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\277.tif,train
R008_T30RYV_564,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R008_T30RYV\564.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R008_T30RYV\564.tif,train
R035_T35LQJ_564,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\564.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\564.tif,train
R116_T55HCC_325,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\325.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\325.tif,train
R116_T55HBC_191,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\191.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\191.tif,train
R010_T18FYK_198,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R010_T18FYK\198.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R010_T18FYK\198.tif,train
R003_T52SCF_340,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\340.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\340.tif,train
R135_T36MWA_275,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R135_T36MWA\275.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R135_T36MWA\275.tif,train
R075_T50TMK_492,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\492.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\492.tif,train
R136_T33QVC_448,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\448.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\448.tif,train
R124_T22LDP_336,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\336.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\336.tif,train
R051_T30SXJ_22,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\22.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\22.tif,train
R116_T55HCC_493,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\493.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\493.tif,train
R069_T14QMG_360,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\360.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\360.tif,train
R108_T31SEA_226,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\226.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\226.tif,train
R119_T46VDH_420,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R119_T46VDH\420.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R119_T46VDH\420.tif,train
R133_T45RZJ_367,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\367.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\367.tif,train
R078_T37TDE_275,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\275.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\275.tif,train
R032_T49QGF_205,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R032_T49QGF\205.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R032_T49QGF\205.tif,train
R051_T30SXJ_188,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\188.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\188.tif,train
R116_T55HCC_548,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\548.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\548.tif,train
R118_T48PXU_425,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\425.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\425.tif,train
R136_T33QVC_253,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\253.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\253.tif,train
R051_T30SXJ_107,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\107.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\107.tif,train
R005_T48XWK_724,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\724.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\724.tif,train
R121_T34JCM_343,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\343.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\343.tif,train
R116_T55HCC_180,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HCC\180.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HCC\180.tif,train
R116_T55HBC_303,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\303.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\303.tif,train
R121_T34JCM_483,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\483.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\483.tif,train
R120_T40RFQ_625,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R120_T40RFQ\625.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R120_T40RFQ\625.tif,train
R060_T53UMP_712,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\712.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\712.tif,train
R114_T09WWQ_90,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\90.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\90.tif,train
R056_T10UFB_633,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\633.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\633.tif,train
R060_T53UMP_520,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\520.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\520.tif,train
R003_T52SCF_682,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\682.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\682.tif,train
R136_T33QVC_498,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\498.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\498.tif,train
R118_T48PXU_422,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\422.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\422.tif,train
R056_T10UFB_178,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\178.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\178.tif,train
R073_T55KGP_325,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\325.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\325.tif,train
R065_T32TNT_137,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\137.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\137.tif,train
R055_T13SGT_252,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R055_T13SGT\252.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R055_T13SGT\252.tif,train
R108_T30QXD_480,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\480.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\480.tif,train
R046_T54WWC_651,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R046_T54WWC\651.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R046_T54WWC\651.tif,train
R107_T37VCC_509,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\509.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\509.tif,train
R031_T56VLM_239,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\239.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\239.tif,train
R065_T32TNT_774,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\774.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\774.tif,train
